,formula,target
654,Bi1.4 Fe0.47 O6.51 Ti1.86,3
655,Ba23 N16 Na11 Nb4,0
656,Ba1 Er2 S4,0
657,Li2 Na6 O10 W2,0
658,Au1 Dy1,0
659,Ca19 In8 N7,0
660,O5 Pb3 Se1,0
661,Br0.96 Cl1.04 O2 Pb3,1
662,Ce3 Cu1 Ga1 Se7,2
663,Al4.17 Co0.96 Mg1.04 O18 Si4.83,1
664,Fe1 La0.7 O3 Pr0.3,1
665,Ag7.96 Mg25.04,1
666,Co0.1 Fe0.9 La0.4 O3 Sr0.6,1
667,Ce3.33 Ni7 P5,2
668,Mo6 Np1 Se8,0
669,Al3 Ca4 Cd5,1
670,Cs2 Fe1 O4,0
671,Ba1 Sn5,0
672,F0.76 Na0.76 O6.24 Ti2.24 Zn1.76,3
673,Ba2 Cu3 O6.35 Y1,2
674,Mn1.224 Nd9.852 S16,3
675,Ba1 Cu1 Fe1 La1 O5.28,3
676,Ba1 O4 Tm2,0
677,Al0.909 Cr2 Si0.091,1
678,C6 I17 La12,0
679,O1 Yb1,0
680,Ag1 Rb3 Se8 Sn3,0
681,Fe3 O14 P4,0
682,F1 Na1.53 Nb2 O6 Pb0.47,1
683,Ba6 Mn5 O16,0
684,Cu3.03 Sb2.97 Zr2,1
685,Nd1 P2 Ru2,0
686,La0.25 Li0.25 O3 Sr0.5 Ti1,1
687,Al5 Na1 O12 Ti2,0
688,Ba1 Fe4 O11 Sn2,3
689,Sb2 Y1,0
690,Ba0.6 In1 O6 Sr1.4 Ta1,1
691,Al3 Co1 Er10,0
692,Be2 Ge1 O7 Tm2,0
693,Si5 Ta2 V4,0
694,Dy16 In14 Ru5,0
695,Br7 Cs3.965 K1.035 Re6 S8,3
696,Al1 Ce1 Si1,1
697,La0.667 Li2 O7 Ta2,2
698,B1 Fe14 N0.8 Nd2,2
699,C0.16 Ba8 Br1.66 O18.48 Ru5,2
700,B2 Ce1 Co3,0
701,B6 Ho2 Ru1,0
702,C2 Al0.77 Ta0.75 Ti2.25,3
703,B3 Gd1 Li6 O9,0
704,Sb0.24 Si2.76 Ti5,1
705,In4 O7 Rb2,0
706,Hf0.96 O2 Si0.04,1
707,Co1 O2.66 Sr0.7 Y0.3,3
708,Br3 Fe1 K1,0
709,Cd25 Eu4,2
710,Au1 Cs3 Pb4,0
711,In20.95 Nd4 Pt10.05,3
712,K1 Mn1 O2,0
713,Ca2 Cu1,0
714,Al1.4 In0.6 O12 W3,1
715,F6 P1 Tl1,0
716,Th1 Zn2,0
717,Al16.44 Ca1.18 K1.5 Na8.96 O144 Si55.56,3
718,C2 Ge2 La5,0
719,B7 Br1 Fe3 O13,0
720,Mg0.4 O6.8 Sm1.6 Ti2,3
721,Cu2 In0.5 Sn0.1 Yb0.4,1
722,Mn1.4 Ni0.6 P2 S6,1
723,Ge2 Na1 O12 P3,0
724,B1 Nd1 S3,0
725,Ca0.224 Gd1.776 O6.88 Zr2,3
726,Ba2 Ca0.2 Cu2.43 In0.57 O6.77 Y0.8,3
727,Gd1 Ge1 Sc0.8 Ti0.2,1
728,Ge0.2 Mo2 Zr0.8,1
729,C2 Pu1 U1,1
730,Bi2 O12 Pr2 Ti3,3
731,As1 Ba1 F1 Mg1,0
732,I1 O3 Rb1,0
733,Lu6 Mo1 O11.286,2
734,Cr2 O7 Rb2,0
735,F14 Sb4,0
736,Cd0.142 In0.286 Te0.572,1
737,Re2 U1,0
738,Li0.8 Rh3 Sn6.2,1
739,Bi8 Cd2 Cs6 Te17,2
740,O1 Sn1 Yb3,0
741,Cu1 Ge1 Se7 Sm3,0
742,F4 K1 Pr1,0
743,Ba2 Ni1 O6 Te1,1
744,Hf3 Ni1 Sb7,0
745,Bi7.2 O13.6 Re0.8,3
746,Ce1 Cu4 Ga1,1
747,Co2 Ge2 Tm1,0
748,Cu2 Ge1 S1 Se3 Zn1,1
749,Br1 O4 S1 Tl1 Zn1,0
750,F7 Lu1 Mo1,0
751,O8 P1 Pb3 V1,3
752,Al1.6 Bi2 Ga2.4 O9,1
753,Cu10 In2 La2,0
754,Ce0.85 O1.9 Sr0.05 Y0.1,3
755,Li2 N2 Si1,0
756,La4 Mn1 O1 S6,0
757,Cd1 In1 Nd1,1
758,S0.8 Se0.2 Zn1,1
759,Br0.225 Cl0.775 Na1 O3,1
760,Co1.32 Mo3 Na3.36 O12,3
761,As2 Cs4 Te6,0
762,Au0.26 Ca1 Cd0.74,1
763,Cu1 Ga3 Tb2,1
764,Cu1 Ga1 Se4 Zn2,1
765,Cu4 K3 S4,0
766,Ni1 O4 W1,0
767,Ba9 In4,0
768,Ge4 La3 Rh4,0
769,Ca0.55 O7 Sr0.45 V3,1
770,Au3 Mg5,2
771,Ba0.19 Sn3 Sr0.81,1
772,Se1 Y0.75,2
773,Er3.2 Fe34 Sm0.8,1
774,Al13.44 K13.48 O48 Si10.56,3
775,Al16 Rh7 Zr6,0
776,Na0.243 O3 Sb0.732 Sr0.988,2
777,Eu0.1 Ge4 O12 Y1.9 Zn1,1
778,Cr1 S0.1 Se1.9,1
779,Ca1.15 Cu2 La1.45 Nd0.4 O6,1
780,Au4 Yb1,0
781,Ca0.6 Mn1 O2.97 Tb0.4,3
782,Ba4 Cl12 Co2,0
783,K0.15 Na2.27 O12 P1.22 Si1.75 Zr2,3
784,Bi9 I3 Rh2,0
785,I10 Ru1 Y6,0
786,F1 Li1 Na1 Ni1 O4 P1,0
787,Al2 Gd3 Ni6,0
788,Nd1 Pt1,0
789,Ag1 Bi1 I2 O10 S1,0
790,Bi1 F0.3 Nd1 O0.7 S2,1
791,Br2 Cl1 Cs1 Hg1,1
792,Cu0.94 La1.67 O4 Sr0.33 Ti0.06,1
793,F3 Ho3 O1 Se2,1
794,Al0.844 Cu3 Fe0.156 K3 O18 S4,1
795,Ba0.4 Co2 Fe12 O22 Sr1.6,1
796,Nd1 S2 Tl1,0
797,Mo0.617 Rh0.383,1
798,Ho4 O4 Se2.93,2
799,Ga3.5 Mn6 Sn2.5 Zr1,1
800,Mo1 Rh3,0
801,Er1 Pt1 Si1,0
802,La1 S1.93 Se0.07,1
803,Cu1.83 Mo3 S4,2
804,Ba2 Ca1.904 Cu3 O8.62 Tl1.096,3
805,Hf0.08 Mo1.12 Ru0.8,1
806,O1.9 Sm0.2 Th0.8,3
807,Dy0.75 Fe2 Ho0.25 Si2,1
808,Li0.15 Nb0.45 O2 Ti0.4,3
809,Mg0.9 Na1.8 O4 Si1.1,3
810,As1 Dy1 Se1,0
811,Br1 Zr1,0
812,Pd2.01 Rh0.99 Ta1,1
813,Ba0.8 Eu0.02 La0.08 Na0.1 O3 Ti1,3
814,Co2.86 Fe0.14 S2 Sn2,1
815,N5.34 Nb4.976 O0.66,3
816,Au3 Nd2 Sn6,0
817,Cu2.66 Ge1.33 S3.99,1
818,Ca1.5 Eu3 O7 Sn0.5,1
819,Ge2 Ni2 Sm1,0
820,Co0.972 Li1 O2 V0.028,1
821,Cd1 In0.666 Se2,3
822,Cu0.39 Li2.6 N1,1
823,C6 Mn2 N6 Ru1,0
824,Ga31 Ni24 Zn46,2
825,Al2.405 Mg0.391 O4,3
826,Cd4 Ce23 Ru7,0
827,K1 Na5 O6 Te1,2
828,Be1 Na2 O4 Si1,0
829,Ga0.66 Ge0.34 S8 V4,1
830,As2 Ni4 Yb1,0
831,Cu2 S3.2 Se0.8 Sn1 Zn1,1
832,Ba8 Rh2.4 Si43.6,1
833,Ni0.31 Pt0.8 Sn1,3
834,F3 K3 Mo1 O3,0
835,Au1 B2,0
836,In8 Ni7 Pr4,0
837,Ba0.28 Fe6.07 O11 Sr0.67 Zn0.88,3
838,B6 Ba0.25 Sr0.75,1
839,C1 Lu5 Si3,0
840,Ru0.5 Tc1.5,1
841,As3 Cr2 Na3 O12,0
842,C0.37 Ca9.84 F1.68 Na0.09 O24.27 P5.79,3
843,Cu1 Y1,0
844,Ba2 Cd1 O6 U1,0
845,Bi0.081 Eu0.72 Na0.992 O26 Si6 Y8.208,1
846,Mo6 O24 Rb8 Th1,0
847,C12 Bi7 Fe8 Pr21,0
848,Fe0.46 Nb0.46 O3 Pb1 Ti0.08,1
849,As2 Nb6 Te6 Tl0.48,2
850,Cd0.5 Ce0.6 Cu2 O9 Pb0.5 Sm1.6 Sr1.8,3
851,Ag1 Pb1 Sm1,1
852,Ba0.2 Co1 O3 Pr0.8,1
853,Bi1 Fe1 O6.1 Pb1 Sr2,1
854,Er6 Ge1 Zn23,0
855, Al0.672 Ca0.374 Cr0.001 Fe0.056 K0.009 Mg0.309 Na0.542 O6 Si1.98 Ti0.006,3
856,Ag0.23 Ge0.54 Sb0.23 Te1,1
857,Ce0.5 O2 Pr0.5,1
858,Ca0.3 Ce0.4 O4 P1 Th0.3,1
859,Al1.2 Cu0.6 Nb1.2,1
860,Cr0.99 S4 V1.8,3
861,F1 Gd4 Na5 O16 Si4,0
862,C4 Bi1 N4 Rb1 S4,0
863,Ba1.8 Ca0.4 Cu3 Nd0.2 O7 Y0.6,3
864,Bi0.5 K0.075 Na0.425 O3 Ti1,1
865,Os1.2 Ru0.8 Th1,1
866,Bi5.64 Cu2.24 Pb2.36 S12,3
867,Co0.24 Fe0.76 Li1 O4 P1,1
868,Rh1.528 Te2,2
869,C2 Cs1 K1,0
870,Eu1 Pt1 Zn1,0
871,Se1.97 V1,2
872,Cr0.5 O3 Pb1 Re0.5,1
873,I2 O4,0
874,Fe1 Ni2 P1,0
875,Co1 Mn2 O4,1
876,Fe4 Si9 Yb2,2
877,Cr1 O4 Sb1,1
878,Ga41 V8,0
879,C0.69 Fe17 Ho2,2
880,Eu1 Nb1 O3,0
881,Cu2 Nb1 Nd0.96 O8 Sr2,2
882,Ag2 Ba2 Co1 O2 Se2,0
883,Al0.2 Co5 Pr0.8,1
884,Dy1 Sb3 Yb3,1
885,Ge6 Tm4 Zn5,0
886,Ga4.15 Li4.85,1
887,B3 Li6 O9 Y1,0
888,Se1 Y0.667,2
889,Mo1 O3 Sr1,2
890,Pd1 Th2,0
891,Ca0.3 Co1 Nd0.7 O2.76,3
892,C1.7 B13.3,3
893,Gd0.548 Na0.43 O4 W0.988,3
894,Bi0.5 O12 P3 Sb1.5,2
895,O4 Si1 Th0.16 U0.84,1
896,Ce0.5 Gd1.5 O7 Ti2,1
897,Cu5.31 Zn7.69,1
898,Ce3 Cu1 Se7 Sn1,0
899,Eu0.1 La0.57 Mn1 O3 Sr0.33,1
900,Bi2.2 Nb1.9 O9 Sc0.1 Sr0.8,1
901,La0.45 Na0.45 O3 Sr0.1 Ti1,1
902,Er2 Mn3 O14 Sb3,1
903,B3 Ca4 Nd1 O10,1
904,B2 Bi4 O9,0
905,Ag2.8 Al12 Na6.5 O48 Si12,3
906,Mn5 Ni5 Sn1,2
907,Al1 Mn1,0
908,Cu1 In1 Se2,1
909,B1 Pt1,0
910,Lu1 Ni1,0
911,I8 P20.83 Sn20.03 Zn3.96,3
912,Ca2.45 Mg4.97 Zn15.58,1
913,Fe15 Ge2 U2,0
914,Al1.96 Fe0.39 Mg0.65 O4,1
915,P1 Ru2,0
916,Er1 Sb1,0
917,K1 Se2 Yb1,0
918,Sb5 Zn5.92,2
919,Ru1 Si3 Th2,1
920,Rb2 Re3 Se6,0
921,Be3 Ca1 Mn2 O12 Si3,0
922,Cs2 O9 Si3 Th1,0
923,Cr2 Ga6 Zr3,0
924,Ca1 Fe0.77 Mg0.22 O4 Si1,1
925,Al4.5 Eu1.5 Pd3,0
926,Bi1 Br1 O1,0
927,B1 Pd3 Sm1,0
928,Fe1 Li0.89 O4 P1,2
929,Al61.51 Os12 Y7.86,3
930,Cs4 Re6 S9.49 Se3.51,1
931,Cu1 La1.868 O3.78 Sr0.096,3
932,Ni2 U1,0
933,Na0.67 O3 Th0.33 Ti1,1
934,Co3 Y1,0
935,K0.9 Mo6 O17,2
936,Ca0.65 Na0.35 O6 Sc0.35 Si2 Zn0.65,1
937,Cs1 In1 S6 Sn2,3
938,Al71 Cd43.5 O392 Si121,3
939,Cu3 Pd13 S7,1
940,Cs1 Cu1 S3 Zr1,0
941,Si4 Zr5,0
942,Ba0.835 F2.165 Yb0.165,3
943,Al2 Cu0.2 Mg0.8 O4,1
944,Mg0.5 Nb1 O4 Zr0.5,1
945,Ce0.15 Cu1 Nd1.85 O4,1
946,Cu1 O4 Te1,0
947,Ba1 Mn1 Sb2,0
948,Rh1 Sn1 U1,0
949,Ca0.35 La0.65 Mn0.95 Ni0.05 O3,1
950,Li0.3 Mg1.4 O6 Sc0.3 Si2,1
951,Ba1 Nb2 O6,0
952,Co1.2 O4 Ti1 Zn0.8,1
953,B1 Lu1 Pd3,0
954,Ce2 In1 Pd2,0
955,Hf3 Rh5,0
956,Cl6 Cs2 Pd2,3
957,Co1 F3 Li1,3
958,Li1 O3 V1,0
959,Al2.15 Ca1 Zn1.85,1
960,Al0.8 Mg0.2 Sc1,1
961,Co0.078 Fe0.016 Li1.333 Mn0.423 Ni0.149 O2,1
962,Ba2 Cu3 Nd1 O7.006,2
963,Gd4.95 Ge2 Nd0.05 Si2,1
964,Cu5 Er1,0
965,Hg1 Po1,0
966,Ba1.2 Cu3 O7.3 Pr1.8,3
967,Cs2 Pt4 Se6,0
968,Cs0.206 O2.696 W0.844,2
969,Ge0.98 Li3.95 S4 Sb0.02,3
970,Mn1 O3 Sm0.6 Y0.4,1
971,Cr1 Fe1 O7 Ti2,3
972,Li2.94 N1,2
973,Pb0.84 S1.86 Se0.14 Sn1.16,1
974,Cu3 S4 Ta1,0
975,Au0.92 Ga0.08,1
976,Co1.84 Dy1 Fe0.16,1
977,Ba2 Cu3 Gd1 O6.44,2
978,Ca3 O12 Se1 Te3,0
979,Na22 Si136,2
980,Cr4 O120 P24 Ti27,3
981,Al22.24 Ba14 Zn4.76,1
982,Co1 Cu1 O2,0
983,Ca1 Pd1,0
984,Li1 O2 Sb1,0
985,Ag2 As3 Rb1 Se6,0
986,Al0.16 N1.84 O1.16 Si1.84,1
987,Li2 Mg1 O4 Zr1,3
988,Mn1.4 Re0.2 Si0.4,1
989,Ta1 Zn2,0
990,Ni3 Pb2 S1 Se1,1
991,Ba2 Ca0.38 Cu2 Hg1.4 O7.44 Tl0.6 Y0.62,3
992,Al1 B31,2
993,Fe1 S17 U8,0
994,La0.9 Mn1 O3 Sm0.1,1
995,Ba4 Sb1 Se12 Ta1,0
996,Ba1 Nb0.666 Ni0.333 O3,1
997,Bi0.5 Ca0.5 Co1 O3,1
998,B1 K3 P2,0
999,Ce1 Os2,0
1000,Cu2 Pr1 Sn2,0
1001,Pu0.4 Th0.6,1
1002,B10 Nd3 Ni29 Si4,1
1003,Ge1 Ir1 Zr1,0
1004,Ba2 Cu3 Nd1 O6.85,2
1005,Cd3 O11 Rb1 V3,0
1006,Al0.11 Fe0.89 O3 Tb1,1
1007,La0.2 Mn1 O3 Sr0.8,1
1008,Ba0.57 Bi0.47 Fe0.96 O2.7,3
1009,Al5 Eu0.138 O12 Y2.862,1
1010,Bi2 F2 O1 Sr2 Ti2,0
1011,C1 B2 Dy1,0
1012,Ni1.895 P1 Pd1.104,1
1013,K2 O16 Ru8,0
1014,Ag0.496 Cu0.515 In1.023 Te1.966,3
1015,C1 Cd0.6 Mg0.4 O3,1
1016,Ag1.1 Al0.9 Tb1,1
1017,Al0.2 Cu1 In0.8 S2,1
1018,Au2 Cd1 F8,0
1019,Ba2 Na1 O12 Sb3 Sr2,1
1020,Fe1 La1 O3,1
1021,Eu0.57 Mn1 Nd0.1 O3 Sr0.33,1
1022,Ca6 Ce1.84 F2 La1.08 Nd0.72 O24 P2.1 Si3.9 Y0.36,1
1023,Ce0.3 O4 Sr0.6 W1,3
1024,Fe1.2 In0.8 Mn1 O4,1
1025,Fe2 O6.93 Sr3,2
1026,Ca1 Cu0.28 Sb1 Zn0.36,3
1027,Ba1 Se3 V1,0
1028,Ce0.8 Cu2.41 Nd2.08 O10 Ru0.59 Sr1.12,3
1029,Pb9 S21 Sb8,1
1030,O1.9 Yb0.198 Zr0.801,3
1031,Ga1.34 S2,2
1032,Bi0.5 In0.5 O4 Ta1,1
1033,C2.4 Al4 B0.6,1
1034,La0.77 Mn1 O3.06 Sr0.23,1
1035,Mn1 S1,0
1036,Co4 P12 Yb1,0
1037,Gd1.41 Hf3.59 Si4,1
1038,  Al1.8391 Cr0.078 Fe0.2826 Mg0.7771 Mn0.0002 Ni0.0136 O4 Si0.0026 Ti0.0004 Zn0.0067,1
1039,Br3.5 Cl2.5 Rb2 Te1,3
1040,Ca0.5 O3 Ru1 Sr0.5,1
1041,Cl26 Ru4 S8,0
1042,Al2 Gd0.45 Mg0.55,1
1043,Ba1 O3 Sn0.15 Ti0.85,1
1044,O4 Sr2 V1,0
1045,B4 Os1 Pu1,0
1046,Pd1 S0.49 Se0.51,1
1047,Lu0.066 Tb0.934,1
1048,Cs6 O0.5 Sb3 Sn1,2
1049,C2.5 Ho2 Mn17,2
1050,Ir1 K3 N6 O12,0
1051,Ca3 Fe3.5 O12 V1.5,1
1052,Na2 O4 U1,2
1053,As2 Ba1 Pd1,0
1054,La6.76 Nb0.03 O13.85 W1.21,3
1055,Ba2 Ce0.15 Cu1 Hg0.85 O4.15,3
1056,La1 Rh1,0
1057,Cl3 Hg1 Na1,0
1058,O12 Rb1 Se2 V3,0
1059,Ge2 Li7,0
1060,As1 Mg1 Pt5,0
1061,B1 Mn0.16 W1.84,1
1062,Bi0.75 Fe1.25 O3,1
1063,Mg0.125 O1.875 Zr0.875,3
1064,Ga2 Hf1 Zn1,1
1065,La5 P1 Pb3,0
1066,B2 Ru1,0
1067,Fe2.1645 Li0.365 O4,2
1068,Ga4.4 Ge0.6 Ho0.66 Ni2,3
1069,C0.2 N0.8 Nb1,1
1070,B1 Fe2.2 Ir0.8,1
1071,Bi6 Cr2 O15,0
1072,Co0.12 V1.88 Zr1,1
1073,As0.6 Pd1 Sb1.4,1
1074,Cu0.743 Ga0.543 In0.543 Se2,3
1075,F4 K2 O1 Te1,0
1076,Fe1.12 Re0.88,1
1077,In1 Rh1 Tm4,0
1078,Ga23 Na8 Si23,1
1079,C1 Lu1 Rh3,0
1080,Al11.6 La0.85 O18.675,2
1081,Na27 O48 Ru14,2
1082,Al1.92 Ca3.6 Fe3.96 Mg0.4 O13 Ti0.12,1
1083,Al95.04 K118.4 O384 Si96.96,3
1084,Sb14 Sm2 Ti11,2
1085,Co1.88 O6 Te1 Zn1.12,1
1086,Cr1 Li3 Mo3 O12,1
1087,Al0.41 Ga0.5 Mn1.09,1
1088,Li1 O8 Ta3,2
1089,Al100.89 Fe21.24 Mn5.31 Si10.62,1
1090,K3 Na1 O6 Th2,0
1091,Cd1 K2 O2,0
1092,Mg1.26 O4 V1.74,1
1093,Al0.06 Ca0.79 Fe0.68 Mg0.47 O6 Si2,1
1094,Ba1.7 Ca0.2 Cu3 La0.3 O7 Y0.8,3
1095,As3 Cr2 K0.56 Li2.44 O12,1
1096,Fe11 Mo1 Tb1,1
1097,Cu3 Na0.82 O12 V4,2
1098,Al3 Y0.15 Yb0.85,1
1099,Ba0.96 Eu0.04 F1 O2 Sc1,1
1100,C1 Ho2 N2 O2,0
1101,Ba1 Cu1 Fe1 O5 Y1,3
1102,B9 Mg1 N1,0
1103,Dy5 Ga16.7 Ni15.3,0
1104,Al14 Ca11.3 O32.3,2
1105,K2.87 Na0.87 O16 P2 Rb0.25 U3,3
1106,Ga1 Hf1 Pt1,0
1107,Ge1 Nb9 Ni4,0
1108,Co5 Lu1 P3,0
1109,Mg1.7 S2 Ti1,2
1110,Ga1 Ni1 Tb1,0
1111,Cu1 K2 N6 O12 Sr1,0
1112,Cd1 Mn1 Se0.1 Te1.9,1
1113,Ce0.2 Mn1 O3 Sr0.8,1
1114,Ag1.346 Ba2 Si1.886,3
1115,Al3 B4 Ce0.01 O12 Y0.99,1
1116,Au1 Rb1 Te1,0
1117,Al0.313 Fe0.333 Ge0.354,1
1118,Bi0.47 La0.06 Na0.47 O3 Ti1,1
1119,Ga1 Hf0.66 Sc0.34,1
1120,Nb1.506 O6.305 Pb2.485,3
1121,Ba2 Ca0.9 Nb1.1 O5.65,3
1122,K1 Pr1 Se4 Si1,0
1123,Al1 Lu0.15 Rh1 U0.85,1
1124,Co0.1 Mg1.85 O4 Si0.98,3
1125,Sb10 V5.49 Zr7.51,1
1126,In4 K1,0
1127,B3 Li2 O8 P1,0
1128,Ca8 In3,0
1129,B6 Ge2 O16 Sr3,0
1130,Ga0.4 Ge0.6 Re1,1
1131,C1 Cl18 Rb4 Zr6,0
1132,Cl1 O4 Rb1,0
1133,Os1 Ti1,0
1134,N4 O12 Sn1,0
1135,F2 N4 O6 S8,0
1136,Cl1 Cs1 O4 Se1 Zn1,0
1137,B0.118 Dy0.1888 Fe1.652 Si0.0472,1
1138,As1 Hg3 S3 Sb1,0
1139,Ba0.15 Ca0.2 La0.65 Mn1 O3,1
1140,Ce2.67 Se4,2
1141,Cu0.2 La2 Ni0.8 O4.212,3
1142,Fe6 O12 Sr4,0
1143,Li0.83 Mn1.76 O4,2
1144,Ga1 Nb2.61 V0.39,1
1145,Co0.8 Mg1.2 O4 Sn1,1
1146,Te1 U1,0
1147,Al4 Ni1.5 Y0.5,1
1148,Al1 Dy0.1 Nd0.9 O3,1
1149,Al1 La1 Mn0.2 Ni3.8,1
1150,Mg41 Nd5,0
1151,C6 Ni60 Yb11,0
1152,Sb0.012 Tl0.988,1
1153,B2 Lu1,0
1154,Cu1.8 Ni1.2 Sb1,1
1155,Al0.5 In0.5 Sb1,1
1156,As2 Cs2 Sn1,0
1157,O6 Ru1 Sc1 Sr2,0
1158,Ho0.6 Nd1.4 O7 Zr2,1
1159,Ce2 Ge2 Pb1 S8,1
1160,Al1 Fe2 V1,1
1161,Al1.09 Ca0.95 Fe0.122 Mg0.89 Na1 O12 Si3.944,1
1162,In1.75 Pr2 Ru0.75,0
1163,Cu1 F6 Ga1 K1,0
1164,In2.09 S4 Sn0.87,3
1165,B1 Co4 Gd0.5 Y0.5,1
1166,Eu0.33 O1.17 Th0.67,3
1167,Ca2.19 Gd0.486 La0.324 Nb1 O6,1
1168,Cs6 O34 P4 U7,0
1169,Ba2 Cu1 O4 Sc1,3
1170,Ho1 Rb1 S2,0
1171,Lu0.667 Mn1.333 O3,3
1172,K2 Pt4 S6,0
1173,Fe1 Li0.389 Na0.611 O6 Si2,1
1174,Cu2.8 O7.132 Sr2 W0.2 Y1,3
1175,Ag3 Al2 Pr1,1
1176,Ce0.25 Mn1 O3 Pr0.1 Sr0.65,1
1177,Cd2.15 Cu0.93 In0.93 Se4,1
1178,Cr2 Nd0.1 Se4 Zn0.9,1
1179,Mn2.077 O3.2 S0.2 Zn0.923,3
1180,Au1 V1,1
1181,Bi0.0275 K0.456 Na0.5165 Nb0.95 O3 Sc0.005 Zr0.045,1
1182,Ce1 Co0.5 Si1.5,1
1183,O2 Sb0.03 Sn0.97,3
1184,Co3 Nb0.5 V0.5,1
1185,Ni2 O14 P4 Si1,0
1186,I3 Nb1,0
1187,C1 Cu0.7 Nb2 S2,2
1188,K4 O7 P2,0
1189,Cl1 Dy1 O3 Se1,0
1190,Be6 Cd8 O24 Si6 Te2,0
1191,As5 Cu4 Na7 O20,0
1192,Ag13.08 Al3.92 Eu2,1
1193,P1 Pt5 Zn1,0
1194,Ga2 La1 Rh2,0
1195,Be24 Ca5.18 Li13.64 O96 P24,2
1196,Se1 Yb1,0
1197,Fe1 O5 Yb1 Zn2,0
1198,Ba1 Cu5 La4 O13.4,3
1199,As6 Ru7 U4,0
1200,Ce6 Ni1.68 Si3,2
1201,Nd2 Ni1 O4.1,2
1202,In3 Pt2.307 Sc3,2
1203,Ce0.052 Er0.008 La0.46 Mo1 Na0.49 O4,3
1204,Cu46 Sn37,0
1205,Bi3 Er0.8 Nb0.2 O6.2,3
1206,Ca0.9 Mn1 O3 Pr0.1,1
1207,Mo6.22 S3.94 Se4.06,3
1208,Ba2 Cd0.25 Cu1 O6 Tl1.75,3
1209,Cr2 Cu0.25 O4 Zn0.75,1
1210,Dy2 Mo3 Si4,0
1211,Au0.52 Pd1.42 Sn1,3
1212,Ho4.86 Pd2,3
1213,Ba2 Ca0.4 Cu2 Hg0.73 O6.6 Y0.6,3
1214,Na4 Se4 Si1,0
1215,O3 Pr1 Y1,1
1216,Li0.97 Ni1.03 O2,1
1217,Ga3.33 Sc2,0
1218,C2 B2 Tm1,0
1219,Au1 Ba8 Ga13 Ge32,1
1220,Cu3 Si1,3
1221,Ni0.4 Si1.6 Sm1,1
1222,O1.17 Sm0.33 Th0.67,3
1223,Al1.02 K0.3 Na0.7 O8 Si2.98,1
1224,Ba2 Cu3 O6.22 Y1,2
1225,N2.6 O4.1 Sm2 W1 Zr1,3
1226,Al1.85 Co0.15 Ho1,1
1227,O49 W18,0
1228,Fe0.9 Rh0.1,1
1229,Ba15.3 Li18.9 Na8.3,3
1230,Rh1 Sb3,0
1231,Co1.67 Gd6 Si3,2
1232,Pt6 Si5,0
1233,Al0.5 Pr1 Si0.5,1
1234,Co5.5 Ho1,3
1235,Ni2 Pu1 Si2,0
1236,As2 K4 O16 U3,0
1237,As1.33 S0.67 Zr1,1
1238,Fe2.897 O4,2
1239,Cs1 Cu1 F6 In1,1
1240,Ga7 Mn10 Tb2,1
1241,Cu2 Mn1 O2 S2 Sr2,0
1242,Bi1 Pb1 Pd2,0
1243,Dy3 Ga9.5 Pt1.5,1
1244,Si1 Ti0.6 V2.4,1
1245,Ga0.1 N1 Nb0.9,1
1246,Co1 O6 Sr2 U1,0
1247,Bi0.8 Nb0.12 O1.62 Y0.08,3
1248,Bi4 F1 Fe4.2 Mn0.8 O13,1
1249,Ba1 O9 Te4,0
1250,Co1.2 Ge0.5 O4 Ti0.5 Zn0.8,1
1251,Ni2 Sc1 Si3,0
1252,Cr2 N0.94,2
1253,N1 O1 V2,1
1254,Mo2 O12 P2 Pb1,0
1255,Ce1 Ge1 Ti1,0
1256,La1 Ni4.5 Si0.5,1
1257,Ga2 Ti1,0
1258,La1.76 Ni1 O4 Sr0.24,1
1259,Ba2 N2 O12 Si6 Sr1,1
1260,F15 Ga3 In14 O8 Pt2,2
1261,F4 Li1 Y1,0
1262,Co5 P3 Yb1,0
1263,La6 Mn1 S14 Si2,2
1264,Bi0.6 La0.4 Mn2 O5,1
1265,Mo1.023 O8 W0.977 Zr1,3
1266,Gd2 Se2.94,2
1267,Fe1 I1 N2 O2,0
1268,Li2 Mo15 Se19,0
1269,Sm5 Tl3,0
1270,Fe11 S12,2
1271,Ag2 Nd4 Se7,3
1272,Ca2 K1 O10 Ta3,2
1273,Ga5.01 Ge0.02 La3 O14 Si0.97,1
1274,Cu0.1 Fe0.1 Mn0.8 Na0.667 O2,3
1275,Eu0.02 Mn0.15 Na0.98 O6 Sc0.85 Si2,1
1276,B1 La1 O5 Te1,0
1277,Cu1 K0.955 O2 Sr0.045,1
1278,Fe5 O11.3 Y3,2
1279,F1 O3 Se1 Y1,0
1280,Mg1 O2,0
1281,Ba1 Gd2 O4,0
1282,Al3 Fe14 Sm2,1
1283,Bi0.91 Cl1 Dy0.09 O1,1
1284,Cu2 K1 S4 V1,0
1285,Cu2 Nd2 O5,0
1286,F3 In1,0
1287,Ce1 Sb2 Zn0.65,2
1288,Ge3 Mn1 Rb2 Se8,0
1289,Ca0.73 Lu0.27 O5 Si1 V1,1
1290,Ce1 Cu12 La1,1
1291,Bi2 Si2 Te6,0
1292,Cr1 Cs3 N6 O18,0
1293,C3 Ni22 Sm2,0
1294,Ca1.151 Cu2 La0.649 Nd1.2 O6,1
1295,Li0.95 O5 P1 V1,2
1296,Eu1 Pd2.118 Zn2.882,1
